시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,사용승인일,동수,세대수,난방방식,난방연료,난방공급업체,위도,경도,고시지역명,고시지역여부
대구광역시,동구,,숙천동,A10027520,혁신도시 서한이다음4차,아파트,대구광역시 동구 숙천동 388 혁신도시 서한이다음4차,대구광역시 동구 초례로16길 107,20160615,7,244,지역난방,도시가스,대구그린파워,35.8817081,128.7457506,대구혁신도시,TRUE
대구광역시,동구,,지묘동,A10024409,LH뉴웰시티,아파트,대구광역시 동구 지묘동 1386 LH뉴웰시티,대구광역시 동구 동화천로77길 30,20210202,22,1812,개별난방,도시가스,대성에너지,35.9400023,128.6330603,,FALSE
대구광역시,동구,,지묘동,A10025011,대구연경LH천년나무2단지,아파트,대구광역시 동구 지묘동 1316 대구연경LH천년나무2단지,대구광역시 동구 연경지묘로 153,20200225,5,916,개별난방,도시가스,대성에너지,35.9477301,128.6267879,,FALSE
대구광역시,동구,,지묘동,A10024711,대구연경아이파크,아파트,대구광역시 동구 지묘동 1337 대구연경아이파크,대구광역시 동구 동화천로 369,20200730,11,792,개별난방,도시가스,대성에너지,35.9460454,128.6299664,,FALSE
대구광역시,동구,,지묘동,A70183801,왕산우방타운,아파트,대구광역시 동구 지묘동 337 왕산우방타운,대구광역시 동구 파계로6길 30,19971118,5,215,개별난방,도시가스,대성에너지,35.9395807,128.6405833,,FALSE
대구광역시,동구,,지묘동,A70183903,태왕그린힐즈,아파트,대구광역시 동구 지묘동 360 태왕그린힐즈,대구광역시 동구 파계로 46,19971222,7,462,중앙난방,도시가스,대성에너지,35.9391851,128.6391686,,FALSE
대구광역시,동구,,지묘동,A70148006,팔공2차보성타운,아파트,대구광역시 동구 지묘동 327 팔공2차보성타운,대구광역시 동구 팔공로101길 55,19950616,6,748,개별난방,도시가스,대성에너지,35.9406226,128.642159,,FALSE
대구광역시,동구,,지묘동,A70183804,팔공3차보성타운,아파트,대구광역시 동구 지묘동 824 팔공3차보성타운,대구광역시 동구 파계로 71,20011229,9,650,개별난방,도시가스,대성에너지,35.9403318,128.6364304,,FALSE
대구광역시,동구,,지묘동,A70183905,팔공보성타운,아파트,대구광역시 동구 지묘동 215 팔공보성타운,대구광역시 동구 파계로 71,19940812,6,727,개별난방,도시가스,대성에너지,35.9403318,128.6364304,,FALSE
대구광역시,동구,,지묘동,A70183902,화성명산타운,아파트,대구광역시 동구 지묘동 500 화성명산타운,대구광역시 동구 파계로22길 7,19940725,2,218,개별난방,도시가스,대성에너지,35.9442288,128.637901,,FALSE
대구광역시,동구,,지묘동,A70173901,화성빌라트,아파트,대구광역시 동구 지묘동 543-1 화성빌라트,대구광역시 동구 파계로22길 33,19950525,3,105,개별난방,도시가스,대성에너지,35.9420497,128.6397418,,FALSE
대구광역시,서구,,내당동,A70375102,광장타운1차,아파트,대구광역시 서구 내당동 463-5 광장타운1차,대구광역시 서구 달구벌대로 1707,19840319,6,672,개별난방,도시가스,대성에너지,35.857157,128.5522892,,FALSE
대구광역시,서구,,내당동,A70380501,광장타운2차,아파트,대구광역시 서구 내당동 463-8 광장타운2차,대구광역시 서구 달구벌대로337길 8,19870624,2,180,지역난방,도시가스,한국지역난방공사,35.8560791,128.5502455,,FALSE
대구광역시,서구,,내당동,A10021796,내당광명아파트,아파트,대구광역시 서구 내당동 340- 내당광명아파트,대구광역시 서구 평리로 214,19810430,4,230,개별난방,도시가스,대성에너지,35.8606995,128.5468606,,FALSE
대구광역시,서구,,내당동,A10021103,내당동화타운,아파트,대구광역시 서구 내당동 460-5 내당동화타운,대구광역시 서구 달구벌대로337길 29,19941128,2,102,개별난방,도시가스,대성에너지,35.8571172,128.5503388,,FALSE
대구광역시,서구,,내당동,A70306006,내당삼익맨션,아파트,대구광역시 서구 내당동 350-1 내당삼익맨션,대구광역시 서구 서대구로 25,19791119,4,503,지역난방,도시가스,한국지역난방공사,35.8601652,128.5561411,,FALSE
대구광역시,서구,,내당동,A10022771,반고개역 푸르지오,아파트,대구광역시 서구 내당동 2353 반고개역 푸르지오,대구광역시 서구 큰장로7길 11,20240124,3,240,개별난방,도시가스,대성에너지,35.8642366,128.5733045,,FALSE
대구광역시,서구,,내당동,A10021834,보성홍실2차아파트 ,아파트,대구광역시 서구 내당동 11-1 보성홍실2차아파트 ,대구광역시 서구 통학로 39,19880430,5,294,개별난방,도시가스,대성에너지,35.8642189,128.5636149,,FALSE
대구광역시,서구,,내당동,A70375203,삼익뉴타운,아파트,대구광역시 서구 내당동 308-11 삼익뉴타운,대구광역시 서구 평리로 236,19800929,16,1776,개별난방,도시가스,대성에너지,35.8607868,128.5490413,,FALSE
대구광역시,서구,,내당동,A70306004,시영내당아파트자치관리회,아파트,"대구광역시 서구 내당동 202-1,대구광역시 서구 내당동 202-6 시영내당아파트자치관리회",대구광역시 서구 서대구로8길 15,19790805,12,478,개별난방,도시가스,대성에너지,35.8623447,128.5578608,,FALSE
대구광역시,서구,,내당동,A10023745,이편한세상두류역,아파트,대구광역시 서구 내당동 197-2 이편한세상두류역,대구광역시 서구 달구벌대로361길 41,20220624,7,902,지역난방,도시가스,한국지역난방공사,35.8615089,128.5611574,,FALSE
대구광역시,서구,,내당동,A10022068,홍실1차아파트,아파트,대구광역시 서구 내당동 28-1 홍실1차아파트,대구광역시 서구 서대구로8길 49,19861002,5,199,개별난방,도시가스,대성에너지,35.8624852,128.5619239,,FALSE
대구광역시,서구,,내당동,A70306005,황제맨션,아파트,대구광역시 서구 내당동 11-8 황제맨션,대구광역시 서구 통학로 46,19881210,5,478,개별난방,도시가스,대성에너지,35.8645106,128.5649946,,FALSE
대구광역시,서구,,비산동,A10021245,만평아파트,아파트,대구광역시 서구 비산동 1011- 만평아파트,대구광역시 서구 달서천로57길 20,19820923,7,245,개별난방,도시가스,대성에너지,35.8864973,128.5653488,,FALSE
대구광역시,서구,,비산동,A10020961,비산보성아파트 ,아파트,대구광역시 서구 비산동 2008-18 비산보성아파트 ,대구광역시 서구 염색공단로11길 35,19831022,1,130,개별난방,도시가스,대성에너지,35.8848843,128.55368,,FALSE
대구광역시,서구,,비산동,A70304001,비산우방맨션,아파트,대구광역시 서구 비산동 331-36 비산우방맨션,대구광역시 서구 통학로24길 60,19950428,2,183,개별난방,도시가스,대성에너지,35.8711468,128.5695641,,FALSE
대구광역시,서구,,비산동,A70381401,비산한신휴플러스,아파트,대구광역시 서구 비산동 315 비산한신휴플러스,대구광역시 서구 달서로17길 17,20051212,3,335,개별난방,도시가스,대성에너지,35.8702539,128.5690424,,FALSE
대구광역시,서구,,평리동,A10022990,서대구역반도유보라센텀,,대구광역시 서구 평리동 1083-2 서대구역반도유보라센텀,대구광역시 서구 문화로 230,20231004,11,1678,개별난방,도시가스,대성에너지,35.8750619,128.550757,,FALSE
대구광역시,서구,,평리동,A10023224,서대구역서한이다음 더 퍼스트,아파트,대구광역시 서구 평리동 1481-10 서대구역서한이다음 더 퍼스트,대구광역시 서구 국채보상로37길 38,20230428,13,856,개별난방,도시가스,대성에너지,35.8712512,128.5514002,,FALSE
대구광역시,서구,,평리동,A10022401,서대구역센텀화성파크드림,,대구광역시 서구 평리동 1502-1 서대구역센텀화성파크드림,대구광역시 서구 문화로 150,20240828,11,1404,개별난방,도시가스,대성에너지,35.8750619,128.550757,,FALSE
대구광역시,서구,,평리동,A10022889,서대구역화성파크드림,아파트,대구광역시 서구 평리동 1512-10 서대구역화성파크드림,대구광역시 서구 서대구로29길 30,20231027,15,1594,개별난방,도시가스,대성에너지,35.8708491,128.5515257,,FALSE
대구광역시,서구,,평리동,A10023302,서대구영무예다음,,대구광역시 서구 평리동 633-29 서대구영무예다음,대구광역시 서구 당산로 446,20230301,13,1418,개별난방,도시가스,대성에너지,35.8650187,128.5469225,,FALSE
대구광역시,서구,,평리동,A70384401,평리롯데캐슬,아파트,대구광역시 서구 평리동 1677 평리롯데캐슬,대구광역시 서구 국채보상로 316,20091224,17,1281,중앙난방,열병합,대성에너지,35.8716105,128.5657983,,FALSE
대구광역시,서구,,평리동,A70384801,평리청구타운,아파트,대구광역시 서구 평리동 1408 평리청구타운,대구광역시 서구 서대구로 77,20000315,5,605,개별난방,도시가스,대성에너지,35.864668,128.5555256,,FALSE
대구광역시,서구,,평리동,A70301401,평리푸르지오,아파트,대구광역시 서구 평리동 1680 평리푸르지오,대구광역시 서구 국채보상로50길 20,20111130,22,1819,개별난방,도시가스,대성에너지,35.8690499,128.5597926,,FALSE
대구광역시,서구,,중리동,A10022195,2차진달래아파트,,대구광역시 서구 중리동 42-1 2차진달래아파트,대구광역시 서구 국채보상로38길 22,19830524,6,240,개별난방,도시가스,대성에너지,35.8680179,128.5518595,,FALSE
대구광역시,서구,,중리동,A70383208,꽃동네아파트,아파트,"대구광역시 서구 중리동 121-1,대구광역시 서구 중리동 123 꽃동네아파트",대구광역시 서구 평리로 221,19811223,9,525,개별난방,도시가스,대성에너지,35.8635428,128.5482518,,FALSE
대구광역시,서구,,중리동,A10021135,중리광명맨션,아파트,대구광역시 서구 중리동 130- 중리광명맨션,대구광역시 서구 평리로 215,19830701,4,120,개별난방,도시가스,대성에너지,35.8619553,128.5470364,,FALSE
대구광역시,서구,,중리동,A70383109,중리롯데캐슬,아파트,대구광역시 서구 중리동 26-1 중리롯데캐슬,대구광역시 서구 국채보상로34길 12,20091012,21,1968,지역난방,도시가스,한국지역난방공사,35.8671819,128.5479376,,FALSE
대구광역시,서구,,중리동,A70383107,중리시영1차아파트,아파트,"대구광역시 서구 중리동 94,대구광역시 서구 중리동 99 중리시영1차아파트",대구광역시 서구 당산로 324,19850529,9,340,개별난방,도시가스,대성에너지,35.8642722,128.5469459,,FALSE
대구광역시,서구,,중리동,A70309005,진달래1차아파트,아파트,"대구광역시 서구 중리동 76-1,대구광역시 서구 중리동 80-1,대구광역시 서구 중리동 82-2 진달래1차아파트",대구광역시 서구 국채보상로36길 39,19830204,6,335,개별난방,도시가스,대성에너지,35.866242,128.5521412,,FALSE
대구광역시,서구,,원대동2가,A10021329,금류타운,아파트,대구광역시 서구 원대동2가 88- 금류타운,대구광역시 서구 원대로13길 2,19981130,1,125,개별난방,도시가스,대성에너지,35.8831979,128.5806837,,FALSE
대구광역시,서구,,원대동3가,A10022997,서대구센트럴자이,,대구광역시 서구 원대동3가 1401 서대구센트럴자이,대구광역시 서구 고성로 33,20230830,13,1526,개별난방,도시가스,대성에너지,35.884997,128.5741263,,FALSE
대구광역시,남구,,이천동,A70583802,교대역월드메르디앙,아파트,대구광역시 남구 이천동 452 교대역월드메르디앙,대구광역시 남구 이천로19길 68,20060918,4,361,개별난방,도시가스,대성에너지,35.8509579,128.5959049,,FALSE
대구광역시,남구,,이천동,A10021600,교대역푸르지오트레힐즈,아파트,대구광역시 남구 이천동 474-1 교대역푸르지오트레힐즈,대구광역시 남구 이천로19길 16,20241030,10,924,개별난방,도시가스,대성에너지,35.850188,128.5960092,,FALSE
대구광역시,남구,,이천동,A10023044,대봉교역 금호어울림 에듀리버,아파트,대구광역시 남구 이천동 281-1 대봉교역 금호어울림 에듀리버,대구광역시 남구 대봉로30길 12,20230830,6,433,개별난방,도시가스,대성에너지,35.8520883,128.6047222,,FALSE
대구광역시,남구,,이천동,A10023312,대봉교역태왕아너스,아파트,대구광역시 남구 이천동 1177 대봉교역태왕아너스,대구광역시 남구 대봉로 162,20230316,6,412,개별난방,도시가스,대성에너지,35.8533394,128.6030505,,FALSE
대구광역시,남구,,이천동,A70577305,보성상아맨션,아파트,대구광역시 남구 이천동 650 보성상아맨션,대구광역시 남구 명덕로 236,19871110,5,510,중앙난방,열병합,대성에너지,35.8546158,128.5951702,,FALSE
대구광역시,남구,,이천동,A70577204,이천강변타운,아파트,대구광역시 남구 이천동 214-456 이천강변타운,대구광역시 남구 명덕로68길 19,19940930,3,480,개별난방,도시가스,대성에너지,35.8538693,128.6065495,,FALSE
대구광역시,남구,,이천동,A70577201,이천뜨란채2단지,아파트,대구광역시 남구 이천동 551-1 이천뜨란채2단지,대구광역시 남구 희망로 57,20021128,4,320,개별난방,도시가스,대성에너지,35.8481619,128.6049844,,FALSE
대구광역시,남구,,이천동,A70583603,"이천뜨란채3,4단지아파트",아파트,"대구광역시 남구 이천동 239-2,대구광역시 남구 이천동 243-1 이천뜨란채3,4단지아파트",대구광역시 남구 대봉로26길 38,20060719,5,431,개별난방,도시가스,대성에너지,35.8494414,128.60564,,FALSE
대구광역시,남구,,이천동,A70577206,이천주공1단지,아파트,대구광역시 남구 이천동 121-70 이천주공1단지,대구광역시 남구 명덕로68길 77,19990605,6,576,개별난방,도시가스,대성에너지,35.8521371,128.6062936,,FALSE
대구광역시,남구,,이천동,A70501007,희망교대성유니드,아파트,대구광역시 남구 이천동 361-16 희망교대성유니드,대구광역시 남구 희망로5길 12,20060608,6,635,개별난방,도시가스,대성에너지,35.8486202,128.6017064,,FALSE
대구광역시,남구,,봉덕동,A70575204,1차대덕맨션,아파트,대구광역시 남구 봉덕동 1329-2 1차대덕맨션,대구광역시 남구 앞산순환로 657,19900920,6,528,중앙난방,열병합,대성에너지,35.8338062,128.5974466,,FALSE
대구광역시,남구,,봉덕동,A70502001,강변코오롱하늘채,주상복합,대구광역시 남구 봉덕동 862 강변코오롱하늘채,대구광역시 남구 봉덕로 134,20081029,4,430,개별난방,도시가스,대성에너지,35.8437741,128.6052806,,FALSE
대구광역시,남구,,봉덕동,A70570201,강변효성백년가약,아파트,대구광역시 남구 봉덕동 1635 강변효성백년가약,대구광역시 남구 봉덕로 135,20120627,5,337,개별난방,도시가스,대성에너지,35.8451445,128.605026,,FALSE
대구광역시,남구,,봉덕동,A70575205,대덕2차맨션,아파트,"대구광역시 남구 봉덕동 1329-1,대구광역시 남구 봉덕동 1329-1 대덕2차맨션",대구광역시 남구 앞산순환로 655,19911120,6,550,개별난방,도시가스,대성에너지,35.8340175,128.5952184,,FALSE
대구광역시,남구,,봉덕동,A70575001,래미안웰리스트,아파트,대구광역시 남구 봉덕동 1631 래미안웰리스트,대구광역시 남구 효성중앙길 81,20100611,7,471,개별난방,도시가스,대성에너지,35.8370833,128.6045964,,FALSE
대구광역시,남구,,봉덕동,A70576903,미리내맨션,아파트,대구광역시 남구 봉덕동 89-3 미리내맨션,대구광역시 남구 효성로 13,19821230,6,408,개별난방,도시가스,대성에너지,35.8340212,128.5993353,,FALSE
대구광역시,남구,,봉덕동,A10023447,봉덕2차화성파크드림,아파트,대구광역시 남구 봉덕동 1657 봉덕2차화성파크드림,대구광역시 남구 대덕로 161,20221229,8,499,개별난방,도시가스,대성에너지,35.8410362,128.6004948,,FALSE
대구광역시,남구,,봉덕동,A70577001,봉덕태성맨션,아파트,대구광역시 남구 봉덕동 1361-1 봉덕태성맨션,대구광역시 남구 효서2길 7,19951031,2,198,개별난방,도시가스,대성에너지,35.8385333,128.5956677,,FALSE
대구광역시,남구,,봉덕동,A10026347,봉덕한라하우젠트퍼스트,아파트,대구광역시 남구 봉덕동 1637 봉덕한라하우젠트퍼스트,대구광역시 남구 봉덕로21길 53-16,20180223,4,186,개별난방,도시가스,대성에너지,35.8473218,128.5994274,,FALSE
대구광역시,남구,,봉덕동,A10025337,봉덕화성파크드림 아파트,아파트,대구광역시 남구 봉덕동 1639 봉덕화성파크드림 아파트,대구광역시 남구 대봉로14길 30,20190821,3,332,개별난방,도시가스,대성에너지,35.842639,128.6054772,,FALSE
대구광역시,남구,,봉덕동,A70576902,앞산보성타운,아파트,대구광역시 남구 봉덕동 1329 앞산보성타운,대구광역시 남구 삼정2길 99,19840625,8,360,개별난방,도시가스,대성에너지,35.8355297,128.5959706,,FALSE
대구광역시,남구,,봉덕동,A10024585,앞산봉덕영무예다음아파트,아파트,대구광역시 남구 봉덕동 1650 앞산봉덕영무예다음아파트,대구광역시 남구 대봉로 12,20201028,10,622,개별난방,도시가스,대성에너지,35.839914,128.6051341,,FALSE
대구광역시,남구,,봉덕동,A10024350,앞산비스타동원,아파트,대구광역시 남구 봉덕동 1064-22 앞산비스타동원,대구광역시 남구 신촌길 57,20210324,5,431,개별난방,도시가스,대성에너지,35.838873,128.6022713,,FALSE
대구광역시,남구,,봉덕동,A10022885,앞산서한이다음,,대구광역시 남구 봉덕동 1637 앞산서한이다음,대구광역시 남구 신촌길 94,20180420,2,128,개별난방,도시가스,대성에너지,35.8382065,128.6041857,,FALSE
대구광역시,남구,,봉덕동,A10025242,앞산태왕아너스,아파트,대구광역시 남구 봉덕동 1642 앞산태왕아너스,대구광역시 남구 효서길 53,20191011,6,493,개별난방,도시가스,대성에너지,35.8371044,128.59604,,FALSE
대구광역시,남구,,봉덕동,A70502201,앞산힐스테이트,아파트,대구광역시 남구 봉덕동 1630 앞산힐스테이트,대구광역시 남구 대덕로 166,20080509,4,425,개별난방,도시가스,대성에너지,35.8401619,128.6020404,,FALSE
대구광역시,남구,,봉덕동,A70575102,효성타운,아파트,"대구광역시 남구 봉덕동 1071,대구광역시 남구 봉덕동 1141 효성타운",대구광역시 남구 효성중앙길 37,19880331,16,1162,개별난방,도시가스,대성에너지,35.8372079,128.6023203,,FALSE
대구광역시,남구,,봉덕동,A10022601,힐스테이트앞산센트럴,아파트,대구광역시 남구 봉덕동 1607-35 힐스테이트앞산센트럴,대구광역시 남구 대덕로 162,20240430,4,345,개별난방,도시가스,대성에너지,35.8405675,128.6006792,,FALSE
대구광역시,남구,,대명동,A70581002,개나리맨션,아파트,대구광역시 남구 대명동 1635 개나리맨션,대구광역시 남구 대명로 117,19800513,3,449,개별난방,도시가스,대성에너지,35.8401844,128.5701099,,FALSE
대구광역시,남구,,대명동,A10026581,교대역동서프라임36.5,아파트,대구광역시 남구 대명동 3060 교대역동서프라임36.5,대구광역시 남구 이천로19길 81,20170609,4,268,개별난방,도시가스,대성에너지,35.8511657,128.5943941,,FALSE
대구광역시,남구,,대명동,A10023721,교대역하늘채뉴센트원,아파트,대구광역시 남구 대명동 1959-27 교대역하늘채뉴센트원,대구광역시 남구 중앙대로 187,20220615,10,975,개별난방,도시가스,대성에너지,35.8493138,128.5903167,,FALSE
대구광역시,남구,,대명동,A10021591,대명가든맨션,아파트,대구광역시 남구 대명동 58-2 대명가든맨션,대구광역시 남구 대명로 311,19831115,1,110,개별난방,도시가스,대성에너지,35.845179,128.5896821,,FALSE
대구광역시,남구,,대명동,A10023293,대명세광그린타운,아파트,대구광역시 남구 대명동 329-13 대명세광그린타운,대구광역시 남구 현충로26길 67,19971030,1,114,개별난방,도시가스,대성에너지,35.8441271,128.5836089,,FALSE
대구광역시,남구,,대명동,A10023474,대명역센트럴엘리프,아파트,대구광역시 남구 대명동 3072 대명역센트럴엘리프,대구광역시 남구 대명로14길 60,20220930,12,1051,개별난방,도시가스,대성에너지,35.8353824,128.5651742,,FALSE
대구광역시,남구,,대명동,A70503001,대명파크맨션,아파트,대구광역시 남구 대명동 1633 대명파크맨션,대구광역시 남구 대명복개로 230,19800510,4,553,개별난방,도시가스,대성에너지,35.8414105,128.5706502,,FALSE
대구광역시,남구,,대명동,A70575301,동신점보아파트,아파트,대구광역시 남구 대명동 780-3 동신점보아파트,대구광역시 남구 대명로 177,19790821,1,202,개별난방,도시가스,대성에너지,35.8394753,128.5771482,,FALSE
대구광역시,남구,,대명동,A70575402,동아대덕아파트,아파트,대구광역시 남구 대명동 1220-24 동아대덕아파트,대구광역시 남구 현충서길 29,19921130,1,210,개별난방,도시가스,대성에너지,35.845228,128.5773396,,FALSE
대구광역시,남구,,대명동,A10022243,백작맨션,,대구광역시 남구 대명동 181-1 백작맨션,대구광역시 남구 중앙대로31길 28,19881124,1,104,개별난방,도시가스,대성에너지,35.8474958,128.5893747,,FALSE
대구광역시,남구,,대명동,A70576401,보성청록타운,아파트,대구광역시 남구 대명동 2680-17 보성청록타운,대구광역시 남구 큰골길 200,19981212,3,347,개별난방,도시가스,대성에너지,35.8343139,128.5857687,,FALSE
대구광역시,남구,,대명동,A10025921,앞산리슈빌앤리마크1차,아파트,대구광역시 남구 대명동 3062 앞산리슈빌앤리마크1차,대구광역시 남구 안지랑로 73,20181015,8,299,개별난방,도시가스,대성에너지,35.8377761,128.5704815,,FALSE
대구광역시,남구,,대명동,A70576501,용마맨션,아파트,대구광역시 남구 대명동 1638-5 용마맨션,대구광역시 남구 대명로 145,19790911,2,162,개별난방,도시가스,대성에너지,35.8396897,128.5736761,,FALSE
대구광역시,남구,,대명동,A10021195,우방뉴코스모스아파트,아파트,대구광역시 남구 대명동 1210-8 우방뉴코스모스아파트,대구광역시 남구 대명로10길 6,19830608,4,185,개별난방,도시가스,대성에너지,35.8378021,128.5629157,,FALSE
대구광역시,남구,,대명동,A70575403,정우맨션,아파트,"대구광역시 남구 대명동 629-1,대구광역시 남구 대명동 629-61 정우맨션",대구광역시 남구 현충로25길 71,19790814,7,441,개별난방,도시가스,대성에너지,35.8438657,128.5758056,,FALSE
대구광역시,남구,,대명동,A10020975,힐스테이트대명센트럴,아파트,대구광역시 남구 대명동 221-1 힐스테이트대명센트럴,대구광역시 남구 대명로 256,20241129,4,861,개별난방,도시가스,대성에너지,35.8403345,128.5756507,,FALSE
대구광역시,북구,,칠성동2가,A10026896,대구역 서원프레시빌,도시형 생활주택(주상복합),대구광역시 북구 칠성동2가 302-105 대구역 서원프레시빌,대구광역시 북구 칠성남로 176,20170704,1,168,개별난방,도시가스,대성에너지,35.8763522,128.5996972,,FALSE
대구광역시,북구,,칠성동2가,A70274601,대구역 서희스타힐스,아파트,대구광역시 북구 칠성동2가 715 대구역 서희스타힐스,대구광역시 북구 칠성남로 101,20120131,13,1250,개별난방,도시가스,대성에너지,35.8790619,128.5918525,,FALSE
대구광역시,북구,,칠성동2가,A10026649,대구역 유림노르웨이숲,아파트,대구광역시 북구 칠성동2가 736 대구역 유림노르웨이숲,대구광역시 북구 칠성남로26길 11,20171129,3,296,개별난방,도시가스,대성에너지,35.8768429,128.593483,,FALSE
대구광역시,북구,,칠성동2가,A10024067,대구역한라하우젠트센텀,주상복합,대구광역시 북구 칠성동2가 738 대구역한라하우젠트센텀,대구광역시 북구 칠성남로 100,20211027,2,256,개별난방,도시가스,대성에너지,35.8779653,128.5918814,,FALSE
대구광역시,북구,,칠성동2가,A70277702,성광우방타운,아파트,대구광역시 북구 칠성동2가 127 성광우방타운,대구광역시 북구 호암로 20,19960110,9,1010,개별난방,도시가스,대성에너지,35.8816309,128.5924366,,FALSE
대구광역시,북구,,칠성동2가,A70274602,오페라 코오롱하늘채,주상복합,대구광역시 북구 칠성동2가 723 오페라 코오롱하늘채,대구광역시 북구 중앙대로 540,20140620,4,464,개별난방,도시가스,대성에너지,35.8805554,128.597107,,FALSE
대구광역시,북구,,칠성동2가,A10026505,오페라삼정그린코아더베스트,아파트,대구광역시 북구 칠성동2가 733 오페라삼정그린코아더베스트,대구광역시 북구 침산로 100,20171024,6,578,개별난방,도시가스,대성에너지,35.8845856,128.5917541,,FALSE
대구광역시,북구,,칠성동2가,A70277601,칠성삼성아파트,아파트,대구광역시 북구 칠성동2가 378-4 칠성삼성아파트,대구광역시 북구 호암로 40,19951128,7,624,개별난방,도시가스,대성에너지,35.8812751,128.5947829,,FALSE
대구광역시,북구,,칠성동2가,A10022463,칠성우방맨션,,대구광역시 북구 칠성동2가 355-1 칠성우방맨션,대구광역시 북구 중앙대로105길 22,19981222,1,129,개별난방,도시가스,대성에너지,35.8807216,128.5938923,,FALSE
대구광역시,북구,,칠성동2가,A70285103,침산1차푸르지오,주상복합,"대구광역시 북구 칠성동2가 2-2,대구광역시 북구 칠성동2가 2-5 침산1차푸르지오",대구광역시 북구 침산로21길 23,20051128,9,1149,개별난방,도시가스,대성에너지,35.8852446,128.5879747,,FALSE
대구광역시,북구,,고성동1가,A10022625,대구 오페라스위첸,아파트,대구광역시 북구 고성동1가 55-2 대구 오페라스위첸,대구광역시 북구 칠성남로 70,20240607,6,854,개별난방,도시가스,대성에너지,35.8779214,128.592928,,FALSE
대구광역시,북구,,고성동1가,A10023213,대구역오페라w,아파트,대구광역시 북구 고성동1가 260 대구역오페라w,대구광역시 북구 칠성남로 50,20230530,5,989,개별난방,도시가스,대성에너지,35.8779214,128.592928,,FALSE
대구광역시,북구,,고성동1가,A10022702,힐스테이트대구역오페라,아파트,대구광역시 북구 고성동1가 114-33 힐스테이트대구역오페라,대구광역시 북구 칠성남로 30,20240531,6,937,개별난방,도시가스,대성에너지,35.8792466,128.5840643,,FALSE
대구광역시,북구,,고성동2가,A70275301,고성아파트,아파트,대구광역시 북구 고성동2가 112-3 고성아파트,대구광역시 북구 고성북로 3,19930802,3,425,개별난방,도시가스,대성에너지,35.8801704,128.582111,,FALSE
대구광역시,북구,,고성동3가,A10023010,오페라 센텀파크 서한이다음,아파트,대구광역시 북구 고성동3가 149 오페라 센텀파크 서한이다음,대구광역시 북구 고성로37길 1,20230830,4,417,개별난방,도시가스,대성에너지,35.8819598,128.5856137,,FALSE
대구광역시,북구,,고성동3가,A10024887,오페라트루엘시민의숲,아파트,대구광역시 북구 고성동3가 5-139 오페라트루엘시민의숲,대구광역시 북구 고성북로 34,20200515,9,682,개별난방,도시가스,대성에너지,35.8825378,128.5847999,,FALSE
대구광역시,북구,,침산동,A70205004,강변일성트루엘,아파트,대구광역시 북구 침산동 1755 강변일성트루엘,대구광역시 북구 침산남로 215,20140224,3,323,개별난방,도시가스,대성에너지,35.8868315,128.5994825,,FALSE
대구광역시,북구,,침산동,A70285711,대한동아침산1차무지개아파트,아파트,대구광역시 북구 침산동 372-3 대한동아침산1차무지개아파트,대구광역시 북구 침산로21길 24,19990430,5,509,개별난방,도시가스,대성에너지,35.8868702,128.5880714,,FALSE
대구광역시,북구,,침산동,A70285712,대한동아침산2차무지개아파트,아파트,대구광역시 북구 침산동 233-3 대한동아침산2차무지개아파트,대구광역시 북구 침산로21길 10,19990731,7,802,개별난방,도시가스,대성에너지,35.8864226,128.5899368,,FALSE
대구광역시,북구,,침산동,A10020945,더샵프리미엘,아파트,대구광역시 북구 침산동 305-4 더샵프리미엘,대구광역시 북구 침산로32길 20,20241230,2,300,개별난방,도시가스,대성에너지,35.8899059,128.5934712,,FALSE
대구광역시,북구,,침산동,A70285607,롯데캐슬오페라,아파트,대구광역시 북구 침산동 213-1 롯데캐슬오페라,대구광역시 북구 침산남로 160,20050218,7,439,개별난방,도시가스,대성에너지,35.8869161,128.5933577,,FALSE
대구광역시,북구,,침산동,A70285713,명성푸르지오,주상복합,대구광역시 북구 침산동 269-10 명성푸르지오,대구광역시 북구 침산로 153,20060324,5,746,개별난방,도시가스,대성에너지,35.8890577,128.5904827,,FALSE
대구광역시,북구,,침산동,A70285501,삼주,아파트,대구광역시 북구 침산동 101-3 삼주,대구광역시 북구 중앙대로118길 46,19790811,2,198,개별난방,도시가스,대성에너지,35.8827346,128.5988488,,FALSE
대구광역시,북구,,침산동,A70277903,침산1차화성타운,아파트,대구광역시 북구 침산동 117-3 침산1차화성타운,대구광역시 북구 침산남로37길 5,19981109,5,281,개별난방,도시가스,대성에너지,35.8878081,128.5954974,,FALSE
대구광역시,북구,,침산동,A70205302,침산2지구아파트,아파트,대구광역시 북구 침산동 456-7 침산2지구아파트,대구광역시 북구 성북로 8,19911219,1,247,개별난방,도시가스,대성에너지,35.8896955,128.5849833,,FALSE
대구광역시,북구,,침산동,A70287006,침산2차청구타운,아파트,대구광역시 북구 침산동 363-1 침산2차청구타운,대구광역시 북구 침산남로19길 8,19961218,2,311,개별난방,도시가스,대성에너지,35.889446,128.587877,,FALSE
대구광역시,북구,,침산동,A70285608,침산2차화성타운,아파트,대구광역시 북구 침산동 123-1 침산2차화성타운,대구광역시 북구 침산남로37길 24,19990424,4,488,중앙난방,도시가스,대성에너지,35.8891725,128.5951099,,FALSE
